Date,Exam series,Board,Qualification,Examination code,Category,base_subject,Subject,Title,Time,Duration,Tier
20/05/2025,Jun-25,Pearson,GCSE,1ET0 02,English,English Literature,English Literature,Paper 2: 19th Century Novel & Poetry since 1789,AM,2h 15m,
12/05/2025,Jun-25,AQA,GCSE,8702/1,English,English Literature,English Literature,Shakespeare and the 19th century novel,AM,1h 45m,
20/05/2025,Jun-25,AQA,GCSE,8702/2,English,English Literature,English Literature,Modern texts and poetry,AM,2h 15m,
12/05/2025,Jun-25,OCR,GCSE,J352/01,English,English Literature,English Literature,Exploring modern and literary heritage texts,AM,2h 00m,
20/05/2025,Jun-25,OCR,GCSE,J352/02,English,English Literature,English Literature,Exploring poetry and Shakespeare,AM,2h 00m,
21/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R067/01,Other,Enterprise and Marketing,Enterprise and Marketing,Enterprise and marketing concepts:Written Paper,PM,1h 15m,
09/05/2025,Jun-25,Eduqas,GCSE,C670U10,Arts,Film Studies,Film Studies,Component 1,AM,1h 30m,
19/05/2025,Jun-25,Eduqas,GCSE,C670U20,Arts,Film Studies,Film Studies,Component 2,PM,1h 30m,
17/07/2025,Jun-25,Eduqas,GCSE,C560UA/B0,DT,Food Preparation and Nutrition,Food Preparation and Nutrition,Component 1,PM,1h 45m,
07/05/2025,Jun-25,AQA,GCSE,8585/C,DT,Food Preparation and Nutrition,Food preparation and nutrition,Non-exam assessment,,,
17/06/2025,Jun-25,AQA,GCSE,8585/W,DT,Food Preparation and Nutrition,Food preparation and nutrition,Paper 1: Food preparation and nutrition,PM,1h 45m,
17/06/2025,Jun-25,OCR,GCSE,J309/01,DT,Food Preparation and Nutrition,Food Preparation and Nutrition,Food preparation and nutrition,PM,1h 30m,
21/05/2025,Jun-25,Eduqas,GCSE,C800U20,Languages,French,French,Component 2 (Listening),AM,35m,F
21/05/2025,Jun-25,Eduqas,GCSE,C800UB0,Languages,French,French,Component 2 (Listening),AM,45m,H
21/05/2025,Jun-25,Eduqas,GCSE,C800U30,Languages,French,French,Component 3 (Reading),AM,1h,F
21/05/2025,Jun-25,Eduqas,GCSE,C800UC0,Languages,French,French,Component 3 (Reading),AM,1h 15m,H
05/07/2025,Jun-25,Eduqas,GCSE,C800U40,Languages,French,French,Component 4 (Writing),PM,1h 15m,F
05/07/2025,Jun-25,Eduqas,GCSE,C800UD0,Languages,French,French,Component 4 (Writing),PM,1h 30m,H
21/05/2025,Jun-25,Pearson,GCSE,1FR0 1F,Languages,French,French,Paper 1: Listening and understanding in French,AM,35m,F
21/05/2025,Jun-25,Pearson,GCSE,1FR0 1H,Languages,French,French,Paper 1: Listening and understanding in French,AM,45m,H
21/05/2025,Jun-25,Pearson,GCSE,1FR0 3F,Languages,French,French,Paper 3: Reading and understanding in French,AM,45m,F
21/05/2025,Jun-25,Pearson,GCSE,1FR0 3H,Languages,French,French,Paper 3: Reading and understanding in French,AM,1h 00m,H
05/06/2025,Jun-25,Pearson,GCSE,1FR0 4F,Languages,French,French,Paper 4: Writing in French,PM,1h 15m,F
05/06/2025,Jun-25,Pearson,GCSE,1FR0 4H,Languages,French,French,Paper 4: Writing in French,PM,1h 20m,H
21/05/2025,Jun-25,AQA,GCSE,8658/LF,Languages,French,French,Listening,AM,35m,F
21/05/2025,Jun-25,AQA,GCSE,8658/LH,Languages,French,French,Listening,AM,45m,H
21/05/2025,Jun-25,AQA,GCSE,8658/RF,Languages,French,French,Reading,AM,45m,F
21/05/2025,Jun-25,AQA,GCSE,8658/RH,Languages,French,French,Reading,AM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8658/SF,Languages,French,French,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8658/SH,Languages,French,French,Speaking test,,,H
05/06/2025,Jun-25,AQA,GCSE,8658/WF,Languages,French,French,Writing,PM,1h,F
05/06/2025,Jun-25,AQA,GCSE,8658/WH,Languages,French,French,Writing,PM,1h 15m,H
12/06/2025,Jun-25,AQA,Level 2 Certificate,8365/1,Maths,Further Mathematics,Further Mathematics,Paper 1,PM,1h 45m,
18/06/2025,Jun-25,AQA,Level 2 Certificate,8365/2,Maths,Further Mathematics,Further Mathematics,Paper 2,PM,1h 45m,
14/05/2025,Jun-25,AQA,GCSE,8035/1,Humanities,Geography,Geography,Paper 1: Living with the physical environment,AM,1h 30m,
06/06/2025,Jun-25,AQA,GCSE,8035/2,Humanities,Geography,Geography,Paper 2: Challenges in the human environment,PM,1h 30m,
12/06/2025,Jun-25,AQA,GCSE,8035/3,Humanities,Geography,Geography,Paper 3: Geographical applications,AM,1h 30m,
14/05/2025,Jun-25,Eduqas,GCSE,C111U10,Humanities,Geography,Geography A,Component 1,AM ,1h 30m,
06/07/2025,Jun-25,Eduqas,GCSE,C111U20,Humanities,Geography,Geography A,Component 2,PM,1h 30m,
12/07/2025,Jun-25,Eduqas,GCSE,C111U30,Humanities,Geography,Geography A,Component 3,AM,1h 30m,
14/05/2025,Jun-25,Pearson,GCSE,1GA0 01,Humanities,Geography,Geography A,Paper 1: The Physical Environment,AM,1h 30m,
06/06/2025,Jun-25,Pearson,GCSE,1GA0 02,Humanities,Geography,Geography A,Paper 2: The Human Environment,PM,1h 30m,
12/06/2025,Jun-25,Pearson,GCSE,1GA0 03,Humanities,Geography,Geography A,Paper 3: Geographical Investigations: Fieldwork and UK Challenges,AM,1h 30m,
14/05/2025,Jun-25,OCR,GCSE,J383/01,Humanities,Geography,Geography A (Geographical Themes),Living in the UK Today,AM,1h 00m,
06/06/2025,Jun-25,OCR,GCSE,J383/02,Humanities,Geography,Geography A (Geographical Themes),The World Around Us,PM,1h 00m,
12/06/2025,Jun-25,OCR,GCSE,J383/03,Humanities,Geography,Geography A (Geographical Themes),Geographical Skills,AM,1h 30m,
14/05/2025,Jun-25,Eduqas,GCSE,C112U10,Humanities,Geography,Geography B,Component 1,AM ,1h 45m,
06/07/2025,Jun-25,Eduqas,GCSE,C112U20,Humanities,Geography,Geography B,Component 2,PM,1h 30m,
12/07/2025,Jun-25,Eduqas,GCSE,C112U30,Humanities,Geography,Geography B,Component 3,AM,1h 30m,
14/05/2025,Jun-25,Pearson,GCSE,1GB0 01,Humanities,Geography,Geography B,Paper 1: Global Geographical Issues,AM,1h 30m,
06/06/2025,Jun-25,Pearson,GCSE,1GB0 02,Humanities,Geography,Geography B,Paper 2: UK Geographical Issues,PM,1h 30m,
12/06/2025,Jun-25,Pearson,GCSE,1GB0 03,Humanities,Geography,Geography B,Paper 3: People and Environment Issues : Making Geographical Decisions,AM,1h 30m,
14/05/2025,Jun-25,OCR,GCSE,J384/01,Humanities,Geography,Geography B (Geography for Enquiring Minds),Our Natural World,AM,1h 15m,
06/06/2025,Jun-25,OCR,GCSE,J384/02,Humanities,Geography,Geography B (Geography for Enquiring Minds),People and Society,PM,1h 15m,
12/06/2025,Jun-25,OCR,GCSE,J384/03,Humanities,Geography,Geography B (Geography for Enquiring Minds),Geographical Exploration,AM,1h 30m,
09/05/2025,Jun-25,Eduqas,GCSE,C480UB0,Languages,Geology,Geology,Component 1 (On Screen),PM,1h 15m,
21/05/2025,Jun-25,Eduqas,GCSE,C480U20,Languages,Geology,Geology,Component 2,PM,1h 30m,
08/05/2025,Jun-25,Eduqas,GCSE,C820U20,Languages,German,German,Component 2 (Listening),PM,35m,F
08/05/2025,Jun-25,Eduqas,GCSE,C820UB0,Languages,German,German,Component 2 (Listening),PM,45m,H
08/05/2025,Jun-25,Eduqas,GCSE,C820U30,Languages,German,German,Component 3 (Reading),PM,1h,F
08/05/2025,Jun-25,Eduqas,GCSE,C820UC0,Languages,German,German,Component 3 (Reading),PM,1h 15m,H
15/05/2025,Jun-25,Eduqas,GCSE,C820U40,Languages,German,German,Component 4 (Writing),PM,1h 15m,F
15/05/2025,Jun-25,Eduqas,GCSE,C820UD0,Languages,German,German,Component 4 (Writing),PM,1h 30m,H
08/05/2025,Jun-25,Pearson,GCSE,1GN0 1F,Languages,German,German,Paper 1: Listening and understanding in German,PM,35m,F
08/05/2025,Jun-25,Pearson,GCSE,1GN0 1H,Languages,German,German,Paper 1: Listening and understanding in German,PM,45m,H
08/05/2025,Jun-25,Pearson,GCSE,1GN0 3F,Languages,German,German,Paper 3: Reading and understanding in German,PM,45m,F
08/05/2025,Jun-25,Pearson,GCSE,1GN0 3H,Languages,German,German,Paper 3: Reading and understanding in German,PM,1h 00m,H
15/05/2025,Jun-25,Pearson,GCSE,1GN0 4F,Languages,German,German,Paper 4: Writing in German,PM,1h 15m,F
15/05/2025,Jun-25,Pearson,GCSE,1GN0 4H,Languages,German,German,Paper 4: Writing in German,PM,1h 20m,H
08/05/2025,Jun-25,AQA,GCSE,8668/LF,Languages,German,German,Listening,PM,35m,F
08/05/2025,Jun-25,AQA,GCSE,8668/LH,Languages,German,German,Listening,PM,45m,H
08/05/2025,Jun-25,AQA,GCSE,8668/RF,Languages,German,German,Reading,PM,45m,F
08/05/2025,Jun-25,AQA,GCSE,8668/RH,Languages,German,German,Reading,PM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8668/SF,Languages,German,German,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8668/SH,Languages,German,German,Speaking test,,,H
15/05/2025,Jun-25,AQA,GCSE,8668/WF,Languages,German,German,Writing,PM,1h,F
15/05/2025,Jun-25,AQA,GCSE,8668/WH,Languages,German,German,Writing,PM,1h 15m,H
12/06/2025,Jun-25,Pearson,GCSE,1GK0 1F,Languages,Greek,Greek,Paper 1: Listening and understanding in Greek,PM,35m,F
12/06/2025,Jun-25,Pearson,GCSE,1GK0 1H,Languages,Greek,Greek,Paper 1: Listening and understanding in Greek,PM,45m,H
12/06/2025,Jun-25,Pearson,GCSE,1GK0 3F,Languages,Greek,Greek,Paper 3: Reading and understanding in Greek,PM,50m,F
12/06/2025,Jun-25,Pearson,GCSE,1GK0 3H,Languages,Greek,Greek,Paper 3: Reading and understanding in Greek,PM,1h 05m,H
19/06/2025,Jun-25,Pearson,GCSE,1GK0 4F,Languages,Greek,Greek,Paper 4: Writing in Greek,AM,1h 20m,F
19/06/2025,Jun-25,Pearson,GCSE,1GK0 4H,Languages,Greek,Greek,Paper 4: Writing in Greek,AM,1h 25m,H
03/06/2025,Jun-25,Pearson,GCSE,1GU0 1F,Languages,Gujarati,Gujarati,Paper 1: Listening and understanding in Gujarati,AM,35m,F
03/06/2025,Jun-25,Pearson,GCSE,1GU0 1H,Languages,Gujarati,Gujarati,Paper 1: Listening and understanding in Gujarati,AM,45m,H
03/06/2025,Jun-25,Pearson,GCSE,1GU0 3F,Languages,Gujarati,Gujarati,Paper 3: Reading and understanding in Gujarati,AM,50m,F
03/06/2025,Jun-25,Pearson,GCSE,1GU0 3H,Languages,Gujarati,Gujarati,Paper 3: Reading and understanding in Gujarati,AM,1h 05m,H
10/06/2025,Jun-25,Pearson,GCSE,1GU0 4F,Languages,Gujarati,Gujarati,Paper 4: Writing in Gujarati,PM,1h 20m,F
10/06/2025,Jun-25,Pearson,GCSE,1GU0 4H,Languages,Gujarati,Gujarati,Paper 4: Writing in Gujarati,PM,1h 25m,H
04/06/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R032/01,Other,Health and Social Care,Health and Social Care,Principles of care in health and social care settings:Written Paper,PM,1h 15m,
16/05/2025,Jun-25,Eduqas,GCSE,C100UA-H0,Humanities,History,History,Component 1,AM,2h,
05/07/2025,Jun-25,Eduqas,GCSE,C100U10-80,Humanities,History,History,Component 2,AM,2h,
16/05/2025,Jun-25,Pearson,GCSE,1HI0 10-13,Humanities,History,History,Paper 1: Thematic study and historic environment,AM,1h 20m,
05/06/2025,Jun-25,Pearson,GCSE,1HI0 2A-2W,Humanities,History,History,Paper 2: Period study & British depth study ,AM,1h 50m,
10/06/2025,Jun-25,Pearson,GCSE,1HI0 30-33,Humanities,History,History,Paper 3: Modern depth study,PM,1h 30m,
16/05/2025,Jun-25,AQA,GCSE,8145/1A/A - 1B/E,Humanities,History,History,Paper 1: Understanding the modern world,AM,2h,
05/06/2025,Jun-25,AQA,GCSE,8145/2A/A - 2B/D,Humanities,History,History,Paper 2: Shaping the nation,AM,2h,
16/05/2025,Jun-25,OCR,GCSE,J410/01,Humanities,History,History A (Explaining the Modern World),Int Rltns:changing int order 1918-c.1975 with China 1950-1981: People & the State,AM,1h 45m,
16/05/2025,Jun-25,OCR,GCSE,J410/02,Humanities,History,History A (Explaining the Modern World),Int Rltns:changing int order 1918-c.1975 with Germany 1925-1955:People & the State,AM,1h 45m,
16/05/2025,Jun-25,OCR,GCSE,J410/05,Humanities,History,History A (Explaining the Modern World),Int Rltns:changing int order 1918-c.1975 South Africa 1960-1994:People & the State,AM,1h 45m,
16/05/2025,Jun-25,OCR,GCSE,J410/06,Humanities,History,History A (Explaining the Modern World),Int Rltns:changing int order 1918-c.1975 The USA 1919-1948:People & the State,AM,1h 45m,
16/05/2025,Jun-25,OCR,GCSE,J410/07,Humanities,History,History A (Explaining the Modern World),Int Rltns:chnging int order 1918-c.1975 with The USA 1945-1974:People & the State,AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J410/08,Humanities,History,History A (Explaining the Modern World),Migration to Britain c.1000 to c.2010,AM,1h 00m,
05/06/2025,Jun-25,OCR,GCSE,J410/09,Humanities,History,History A (Explaining the Modern World),Power: Monarchy and Democracy in Britain c.1000 to 2014,AM,1h 00m,
05/06/2025,Jun-25,OCR,GCSE,J410/10,Humanities,History,History A (Explaining the Modern World),War and British Society c.790 to c.2010,AM,1h 00m,
10/06/2025,Jun-25,OCR,GCSE,J410/11,Humanities,History,History A (Explaining the Modern World),The impact Empire on Britain 1688-c.1730 Urban Envrnmnts: Patterns of Migration,PM,1h 15m,
10/06/2025,Jun-25,OCR,GCSE,J410/12,Humanities,History,History A (Explaining the Modern World),The English Reformation c.1520-c.1550 with Castles:Form & Function c.1000-1750,PM,1h 15m,
10/06/2025,Jun-25,OCR,GCSE,J410/13,Humanities,History,History A (Explaining the Modern World),Personal Rule to Restoration 1629-1660 with Castles:Form & Function c.1000-1750,PM,1h 15m,
05/06/2025,Jun-25,OCR,GCSE,J411/11,Humanities,History,History B (Schools History Project),"The People's Health, c.1250 to present with The Norman Conquest, 1065- 1087",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/12,Humanities,History,History B (Schools History Project),"The People's Health, c.1250 to present with The Elizabethans, 1580-1603",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/13,Humanities,History,History B (Schools History Project),"The People's Health, c.1250 to present with Britain in Peace and War, 1900-1918",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/14,Humanities,History,History B (Schools History Project),"Crime and Punishment, c.1250 to present with The Norman Conquest, 1065- 1087",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/15,Humanities,History,History B (Schools History Project),"Crime and Punishment, c.1250 to present with The Elizabethans, 1580-1603- Wrtn",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/16,Humanities,History,History B (Schools History Project),"Crime and Punishment, c.1250 to present with Britain in Peace and War, 1900-1918",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/17,Humanities,History,History B (Schools History Project),"Migrants to Britain, c.1250 to present with The Norman Conquest, 1065- 1087",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/18,Humanities,History,History B (Schools History Project),"Migrants to Britain, c.1250 to present with The Elizabethans, 1580-1603 - Wrtn",AM,1h 45m,
05/06/2025,Jun-25,OCR,GCSE,J411/19,Humanities,History,History B (Schools History Project),"Migrants to Britain, c.1250 to present with Britain in Peace and War, 1900-1918",AM,1h 45m,
16/05/2025,Jun-25,OCR,GCSE,J411/21,Humanities,History,History B (Schools History Project),History Around Us,AM,1h 00m,
10/06/2025,Jun-25,OCR,GCSE,J411/31,Humanities,History,History B (Schools History Project),"Viking Expansion, c.750-c.1050 with The First Crusade, c.1070-1100 - Written",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/32,Humanities,History,History B (Schools History Project),"Viking Expansion, c.750-c.1050 with Aztecs and the Spanish Conquest, 1519-1535",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/33,Humanities,History,History B (Schools History Project),"Viking Expansion, c.750-c.1050 with Living under Nazi Rule, 1933-1945 - Written",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/34,Humanities,History,History B (Schools History Project),"The Mughal Empire, 1526-1707 with The First Crusade, c.1070-1100 - Written",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/35,Humanities,History,History B (Schools History Project),"The Mughal Empire, 1526-1707 with Aztecs and the Spanish Conquest, 1519-1535",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/36,Humanities,History,History B (Schools History Project),"The Mughal Empire, 1526-1707 with Living under Nazi Rule, 1933-1945 - Written",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/37,Humanities,History,History B (Schools History Project),"The Making of America, 1789-1900 with The First Crusade, c.1070-1100 - Written",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/38,Humanities,History,History B (Schools History Project),"The Making of America, 1789-1900 with Aztecs and the Spanish Conquest, 1519-1535",PM,1h 45m,
10/06/2025,Jun-25,OCR,GCSE,J411/39,Humanities,History,History B (Schools History Project),"The Making of America, 1789-1900 with Living under Nazi Rule, 1933-1945 - Wrtn",PM,1h 45m,
19/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R050/01,Other,IT,IT,IT in the digital world:Written Paper,PM,1h 30m,
02/06/2025,Jun-25,Pearson,GCSE,1IN0 1F,Languages,Italian,Italian,Paper 1: Listening and understanding in Italian,AM,35m,F
02/06/2025,Jun-25,Pearson,GCSE,1IN0 1H,Languages,Italian,Italian,Paper 1: Listening and understanding in Italian,AM,45m,H
02/06/2025,Jun-25,Pearson,GCSE,1IN0 3F,Languages,Italian,Italian,Paper 3: Reading and understanding in Italian,AM,45m,F
02/06/2025,Jun-25,Pearson,GCSE,1IN0 3H,Languages,Italian,Italian,Paper 3: Reading and understanding in Italian,AM,1h 00m,H
09/06/2025,Jun-25,Pearson,GCSE,1IN0 4F,Languages,Italian,Italian,Paper 4: Writing in Italian,PM,1h 15m,F
09/06/2025,Jun-25,Pearson,GCSE,1IN0 4H,Languages,Italian,Italian,Paper 4: Writing in Italian,PM,1h 20m,H
02/06/2025,Jun-25,AQA,GCSE,8633/LF,Languages,Italian,Italian,Listening,AM,35m,F
02/06/2025,Jun-25,AQA,GCSE,8633/LH,Languages,Italian,Italian,Listening,AM,45m,H
02/06/2025,Jun-25,AQA,GCSE,8633/RF,Languages,Italian,Italian,Reading,AM,45m,F
02/06/2025,Jun-25,AQA,GCSE,8633/RH,Languages,Italian,Italian,Reading,AM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8633/SF,Languages,Italian,Italian,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8633/SH,Languages,Italian,Italian,Speaking test,,,H
09/06/2025,Jun-25,AQA,GCSE,8633/WF,Languages,Italian,Italian,Writing,PM,1h,F
09/06/2025,Jun-25,AQA,GCSE,8633/WH,Languages,Italian,Italian,Writing,PM,1h 15m,H
02/06/2025,Jun-25,Pearson,GCSE,1JA0 1F,Languages,Japanese,Japanese,Paper 1: Listening and understanding in Japanese,PM,35m,F
02/06/2025,Jun-25,Pearson,GCSE,1JA0 1H,Languages,Japanese,Japanese,Paper 1: Listening and understanding in Japanese,PM,45m,H
02/06/2025,Jun-25,Pearson,GCSE,1JA0 3F,Languages,Japanese,Japanese,Paper 3: Reading and understanding in Japanese,PM,50m,F
02/06/2025,Jun-25,Pearson,GCSE,1JA0 3H,Languages,Japanese,Japanese,Paper 3: Reading and understanding in Japanese,PM,1h 05m,H
10/06/2025,Jun-25,Pearson,GCSE,1JA0 4F,Languages,Japanese,Japanese,Paper 4: Writing in Japanese,AM,1h 20m,F
10/06/2025,Jun-25,Pearson,GCSE,1JA0 4H,Languages,Japanese,Japanese,Paper 4: Writing in Japanese,AM,1h 25m,H
09/05/2025,Jun-25,Eduqas,GCSE,C990U10,Languages,Latin,Latin,Component 1,AM,1h 30m,
16/05/2025,Jun-25,Eduqas,GCSE,C990U20,Languages,Latin,Latin,Component 2,PM,1h 15m,
03/06/2025,Jun-25,Eduqas,GCSE,C990UA0,Languages,Latin,Latin,Component 3 - Option A/Option B,AM,1h,
09/05/2025,Jun-25,OCR,GCSE,J282/01,Languages,Latin,Latin,Language,AM,1h 30m,
16/05/2025,Jun-25,OCR,GCSE,J282/02,Languages,Latin,Latin,Prose literature A,PM,1h 00m,
16/05/2025,Jun-25,OCR,GCSE,J282/03,Languages,Latin,Latin,Prose literature B,PM,1h 00m,
03/06/2025,Jun-25,OCR,GCSE,J282/04,Languages,Latin,Latin,Verse literature A,AM,1h 00m,
03/06/2025,Jun-25,OCR,GCSE,J282/05,Languages,Latin,Latin,Verse literature B,AM,1h 00m,
13/06/2025,Jun-25,OCR,GCSE,J282/06,Languages,Latin,Latin,Literature and culture,PM,1h 00m,
15/05/2025,Jun-25,Eduqas,GCSE,C300U10,Maths,Mathematics,Mathematics,Component 1,AM,2h 15m,F
15/05/2025,Jun-25,Eduqas,GCSE,C300UA0,Maths,Mathematics,Mathematics,Component 1,AM,2h 15m,H
04/07/2025,Jun-25,Eduqas,GCSE,C300U20,Maths,Mathematics,Mathematics,Component 2,AM,2h 15m,F
05/07/2025,Jun-25,Eduqas,GCSE,C300UB0,Maths,Mathematics,Mathematics,Component 2,AM,2h 15m,H
15/05/2025,Jun-25,Pearson,GCSE,1MA1 1F,Maths,Mathematics,Mathematics,Paper 1 (Non-Calculator),AM,1h 30m,F
15/05/2025,Jun-25,Pearson,GCSE,1MA1 1H,Maths,Mathematics,Mathematics,Paper 1 (Non-Calculator),AM,1h 30m,H
04/06/2025,Jun-25,Pearson,GCSE,1MA1 2F,Maths,Mathematics,Mathematics,Paper 2 (Calculator),AM,1h 30m,F
04/06/2025,Jun-25,Pearson,GCSE,1MA1 2H,Maths,Mathematics,Mathematics,Paper 2 (Calculator),AM,1h 30m,H
11/06/2025,Jun-25,Pearson,GCSE,1MA1 3F,Maths,Mathematics,Mathematics,Paper 3 (Calculator),AM,1h 30m,F
11/06/2025,Jun-25,Pearson,GCSE,1MA1 3H,Maths,Mathematics,Mathematics,Paper 3 (Calculator),AM,1h 30m,H
15/05/2025,Jun-25,AQA,GCSE,8300/1F,Maths,Mathematics,Mathematics,Written (non-calculator),AM,1h 30m,F
15/05/2025,Jun-25,AQA,GCSE,8300/1H,Maths,Mathematics,Mathematics,Written (non-calculator),AM,1h 30m,H
04/06/2025,Jun-25,AQA,GCSE,8300/2F,Maths,Mathematics,Mathematics,Written (calculator),AM,1h 30m,F
04/06/2025,Jun-25,AQA,GCSE,8300/2H,Maths,Mathematics,Mathematics,Written (calculator),AM,1h 30m,H
11/06/2025,Jun-25,AQA,GCSE,8300/3F,Maths,Mathematics,Mathematics,Written (calculator),AM,1h 30m,F
11/06/2025,Jun-25,AQA,GCSE,8300/3H,Maths,Mathematics,Mathematics,Written (calculator),AM,1h 30m,H
15/05/2025,Jun-25,OCR,GCSE,J560/01,Maths,Mathematics,Mathematics,Paper 1,AM,1h 30m,F
04/06/2025,Jun-25,OCR,GCSE,J560/02,Maths,Mathematics,Mathematics,Paper 2,AM,1h 30m,F
11/06/2025,Jun-25,OCR,GCSE,J560/03,Maths,Mathematics,Mathematics,Paper 3,AM,1h 30m,F
15/05/2025,Jun-25,OCR,GCSE,J560/04,Maths,Mathematics,Mathematics,Paper 4,AM,1h 30m,H
04/06/2025,Jun-25,OCR,GCSE,J560/05,Maths,Mathematics,Mathematics,Paper 5,AM,1h 30m,H
11/06/2025,Jun-25,OCR,GCSE,J560/06,Maths,Mathematics,Mathematics,Paper 6,AM,1h 30m,H
14/05/2025,Jun-25,Eduqas,GCSE,C680U10,Other,Media Studies,Media Studies,Component 1,PM,1h 30m,
22/05/2025,Jun-25,Eduqas,GCSE,C680U20,Other,Media Studies,Media Studies,Component 2,PM,1h 30m,
07/05/2025,Jun-25,AQA,GCSE,8572/C,Other,Media Studies,Media Studies,Non-exam assessment: Creating a media project,,,
14/05/2025,Jun-25,AQA,GCSE,8572/1,Other,Media Studies,Media Studies,Written,PM,1h 30m,
22/05/2025,Jun-25,AQA,GCSE,8572/2,Other,Media Studies,Media Studies,Written,PM,1h 30m,
14/05/2025,Jun-25,OCR,GCSE,J200/01,Other,Media Studies,Media Studies,Television and promoting media,PM,1h 45m,
22/05/2025,Jun-25,OCR,GCSE,J200/02,Other,Media Studies,Media Studies,Music and news,PM,1h 15m,
12/06/2025,Jun-25,AQA,GCSE,8678/LF,Languages,Modern Hebrew,Modern Hebrew,Listening,PM,35m,F
12/06/2025,Jun-25,AQA,GCSE,8678/LH,Languages,Modern Hebrew,Modern Hebrew,Listening,PM,45m,H
12/06/2025,Jun-25,AQA,GCSE,8678/RF,Languages,Modern Hebrew,Modern Hebrew,Reading,PM,45m,F
12/06/2025,Jun-25,AQA,GCSE,8678/RH,Languages,Modern Hebrew,Modern Hebrew,Reading,PM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8678/SF,Languages,Modern Hebrew,Modern Hebrew,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8678/SH,Languages,Modern Hebrew,Modern Hebrew,Speaking test,,,H
19/06/2025,Jun-25,AQA,GCSE,8678/WF,Languages,Modern Hebrew,Modern Hebrew,Writing,AM,1h,F
19/06/2025,Jun-25,AQA,GCSE,8678/WH,Languages,Modern Hebrew,Modern Hebrew,Writing,AM,1h 15m,H
16/07/2025,Jun-25,Eduqas,GCSE,C660U30,Arts,Music,Music,Component 3,PM,1h 15m,
16/06/2025,Jun-25,Pearson,GCSE,1MU0 03,Arts,Music,Music,Component 3: Appraising,PM,1h 45m,
07/05/2025,Jun-25,AQA,GCSE,8271/C,Arts,Music,Music,Non-exam assessment: Composing music,,,
07/05/2025,Jun-25,AQA,GCSE,8271/P,Arts,Music,Music,Non-exam assessment: Performing music,,,
16/06/2025,Jun-25,AQA,GCSE,8271/W,Arts,Music,Music,Understanding music,PM,1h 30m,
16/06/2025,Jun-25,OCR,GCSE,J536/05,Arts,Music,Music,Listening and appraising,PM,1h 30m,
03/06/2025,Jun-25,AQA,GCSE,8683/LF,Languages,Panjabi,Panjabi,Listening,PM,35m,F
03/06/2025,Jun-25,AQA,GCSE,8683/LH,Languages,Panjabi,Panjabi,Listening,PM,45m,H
03/06/2025,Jun-25,AQA,GCSE,8683/RF,Languages,Panjabi,Panjabi,Reading,PM,45m,F
03/06/2025,Jun-25,AQA,GCSE,8683/RH,Languages,Panjabi,Panjabi,Reading,PM,1h,H
19/05/2025,Jun-25,AQA,GCSE,8683/SF,Languages,Panjabi,Panjabi,Speaking test,,,F
19/05/2025,Jun-25,AQA,GCSE,8683/SH,Languages,Panjabi,Panjabi,Speaking test,,,H
12/06/2025,Jun-25,AQA,GCSE,8683/WF,Languages,Panjabi,Panjabi,Writing,PM,1h,F
12/06/2025,Jun-25,AQA,GCSE,8683/WH,Languages,Panjabi,Panjabi,Writing,PM,1h 15m,H
03/06/2025,Jun-25,Pearson,GCSE,1PN0 1F,Languages,Persian,Persian,Paper 1: Listening and understanding in Persian,PM,35m,F
03/06/2025,Jun-25,Pearson,GCSE,1PN0 1H,Languages,Persian,Persian,Paper 1: Listening and understanding in Persian,PM,45m,H
03/06/2025,Jun-25,Pearson,GCSE,1PN0 3F,Languages,Persian,Persian,Paper 3: Reading and understanding in Persian,PM,50m,F
